0	Сотрудник	O
0	София	B-NAME
0	Лыткина	B-FAMILY
0	проводит	O
0	оплату	O
0	по	O
0	карте	O
0	9177	B-CARD
0	6334	I-CARD
0	2720	I-CARD
0	3886	I-CARD
0	через	O
0	кабинет	O
0	https://portal.company.com/cabinet	B-URL
0	и	O
0	подтверждает	O
0	заявку	O
0	звонком	O
0	на	O
0	номер	O
0	+7-994-848-72-97.	B-PHONE

1	Контакт	O
1	Святослав	B-NAME
1	Шубин	B-FAMILY
1	подтвердил	O
1	перевод	O
1	на	O
1	карту	O
1	7848	B-CARD
1	1652	I-CARD
1	4445	I-CARD
1	4460	I-CARD
1	и	O
1	прислал	O
1	ИНН	O
1	045306935882	B-INN
1	для	O
1	квитанции.	O

2	В	O
2	регистрационной	O
2	форме	O
2	указано:	O
2	Анастасия	B-FAMILY
2	Аскольдовна,	B-NAME
2	паспорт	O
2	2755	B-PASSPORT
2	116325,	I-PASSPORT
2	телефон	O
2	+7-939-422-71-84,	B-PHONE
2	URL	O
2	личного	O
2	кабинета	O
2	https://lk.bank.ru/cabinet,	B-URL
2	СНИЛС	O
2	999-698-829	B-SNILS
2	07.	I-SNILS

3	Сотрудник	O
3	Архип	B-NAME
3	Иванов	B-FAMILY
3	проводит	O
3	оплату	O
3	по	O
3	карте	O
3	2001	B-CARD
3	8676	I-CARD
3	6100	I-CARD
3	8987	I-CARD
3	через	O
3	кабинет	O
3	https://service.company.ru/cabinet	B-URL
3	и	O
3	подтверждает	O
3	заявку	O
3	звонком	O
3	на	O
3	номер	O
3	+7-914-115-33-39.	B-PHONE

4	Сотрудник	O
4	Ирина	B-NAME
4	Колесникова	B-FAMILY
4	проводит	O
4	оплату	O
4	по	O
4	карте	O
4	6205	B-CARD
4	4596	I-CARD
4	7150	I-CARD
4	0666	I-CARD
4	через	O
4	кабинет	O
4	https://service.shop.ru/cabinet	B-URL
4	и	O
4	подтверждает	O
4	заявку	O
4	звонком	O
4	на	O
4	номер	O
4	+7-900-303-12-68.	B-PHONE

5	Агент	O
